word,translation,phonetic,pos,tag,total,spoken_ratio,academic_ratio,cefr_standard,difficulty_level,learning_level,dataset_type
retire,"n. 隐居\nvi. 引退, 退役, 退休, 退去, 撤退, 退却\nvt. 使...撤退, 辞退",(ri'taiә),v,高考 四级 六级 考研 托福,16166,0.1626871211183966,0.0814054187801558,B1,3,中级,cet4
multitude,"n. 多数, 群众",('mʌltitju:d),n,六级 考研 托福 雅思 GRE,2149,0.0642159143787808,0.3555141926477431,B2,4,中级,cet4
ominous,"a. 恶兆的, 不吉利的, 预兆的",('ɒminәs),j,雅思 GRE,2150,0.121860465116279,0.1455813953488372,B1,3,中级,cet4
asparagus,n. 芦笋\n[化] 天冬; 天门冬,(ә'spærәgәs),n,GRE,2158,0.0500463392029657,0.0101946246524559,B2,4,中级,cet4
duct,"n. 管, 输送管\nvt. 通过管道输送",(dʌkt),n,GRE,2164,0.0975046210720887,0.1987060998151571,A2,2,初级,cet4
seasoning,"n. 调味品, 作料, 佐料, 锻练\n[化] 天然时效",('si:zniŋ),n,托福 GRE,2173,0.0506212609295904,0.0105844454670961,B2,4,中级,cet4
place,"n. 地方, 地点, 位置, 住所, 座位, 地位, 处境, 特权, 空间, 余地, 职务, 位\nvt. 放置, 寄予, 认出, 评定, 任命\nvi. 名次列前",(pleis),n,中考 高考 雅思,219869,0.19642150553284,0.1670221813898275,A2,2,初级,cet4
marketing,"n. 行销, 买卖\n[经] 推销, 在市场买卖, 销售",('mɑ:kitiŋ),n,雅思,16394,0.0859460778333536,0.1658533609857264,B2,4,中级,cet4
sample,"n. 样品, 范例, 样本\nvt. 抽样, 尝试\n[计] 示例, 字样",('sæmpl),n,四级 六级 考研 托福 雅思,35654,0.0582543333146351,0.7254725977449935,B1,3,中级,cet4
reporter,"n. 记者, 报告者\n[化] 指示器",(ri'pɒ:tә),n,高考 四级 六级 考研,35804,0.3919673779465981,0.0551055747961121,B1,3,中级,cet4
speaker,"n. 说话人, 讲演者, 发言人, 喇叭, 扬声器\n[计] 扬声器",('spi:kә),n,中考 高考 四级 六级 考研 雅思,16552,0.1709763170613823,0.2465563073948767,B1,3,中级,cet4
practical,"a. 实际的, 现实的, 实用性的\n[法] 事实上的, 实际上的, 接近...的",('præktikl),j,高考 四级 六级 考研 托福 雅思,16605,0.1027401385124962,0.4598614875037639,B2,4,中级,cet4
discovery,"n. 发现, 被发现的事物\n[法] 要求告知, 发现, 发觉",(dis'kʌvәri),n,中考 高考 四级 六级 考研 雅思,16674,0.1369197553076646,0.3286553916276838,B2,4,中级,cet4
lack,"n. 缺乏, 无, 不足\nvt. 缺乏, 短少, 不足, 需要\nvi. 缺乏",(læk),n,高考 四级 考研 雅思,35000,0.1060571428571428,0.4375142857142857,A2,2,初级,cet4
driver,"n. 驾驶员, 驱动器, 驱动程序\n[化] 驱动器",('draivә),n,中考 高考 雅思,34074,0.1393731290720197,0.0820860480131478,A2,2,初级,cet4
understanding,"n. 理解, 谅解\n[法] 协商, 协议, 谅解",(.ʌndә'stændiŋ),n,高考 四级 六级 考研 雅思,34128,0.1042252695733708,0.6092651195499297,C1,5,高级,cet4
customary,"a. 习惯的, 惯常的\n[经] 通常的, 习惯的",('kʌstәmәri),j,六级 考研 雅思 GRE,2127,0.0460742830277386,0.4118476727785614,B2,4,中级,cet4
simultaneous,"a. 同时的, 同时发生的\n[计] 同时的",(.simәl'teinjәs),j,六级 考研 托福 雅思 GRE,2135,0.0590163934426229,0.5915690866510539,B2,4,中级,cet4
intentional,"a. 故意的, 与目的有关的\n[法] 故意的, 有意的",(in'tenʃәnәl),j,四级 六级 GRE,2140,0.1308411214953271,0.4649532710280374,B2,4,中级,cet4
insulin,n. 胰岛素\n[化] 胰岛素,('insjulin),n,托福 GRE,2141,0.085007006071929,0.1233068659504904,B1,3,中级,cet4
materialize,"vt. 赋予实质, 使体现, 物质化\nvi. 成有形, 体现, 实现",(mә'tiәriәlaiz),v,GRE,2142,0.0816993464052287,0.2138188608776844,B2,4,中级,cet4
rumble,"n. 隆隆声, 辘辘声\nvi. 发隆隆声, 辘辘响\nvt. 使隆隆响, 低沉地说",('rʌmbl),v,托福 GRE,2144,0.0606343283582089,0.0153917910447761,B1,3,中级,cet4
mixture,"n. 混合, 混淆, 混合物\n[化] 混合物",('mikstʃә),n,高考 四级 六级 考研 雅思,17154,0.0314212428588084,0.1066806575725778,B1,3,中级,cet4
reduction,"n. 减少, 缩影, 变化\n[化] 还原",(ri'dʌkʃәn),n,四级 六级 考研 托福,17156,0.1427488925157379,0.5202844485894148,B2,4,中级,cet4
moreover,"adv. 而且, 此外",(mɒ:'әuvә),r,四级 六级 考研 雅思,17171,0.0160736124861685,0.6551161842641663,B1,3,中级,cet4
text,"n. 文本, 正文, 课文, 主题, 圣经文句, 乐谱\n[计] 电文; 文本; 正文",(tekst),n,中考 高考 雅思,33674,0.0347152105481974,0.6794262635861495,A2,2,初级,cet4
express,"n. 快车, 快递, 专使\na. 明确的, 丝毫不差的, 专门的, 快的\nvt. 表达, 表示, 表露",(ik'spres),v,中考 高考 四级 六级 考研,33716,0.1368489737809942,0.4513880650136433,B1,3,中级,cet4
dissertation,n. 论文,(.disә'teiʃәn),n,托福 雅思 GRE,2084,0.02447216890595,0.6492322456813819,B2,4,中级,cet4
spacious,"a. 广大的, 宽广的",('speiʃәs),j,六级 考研 托福 雅思 GRE,2088,0.0301724137931034,0.0761494252873563,B1,3,中级,cet4
blush,"vi. 脸红, 羞愧\nvt. 弄成红色\nn. 脸红",(blʌʃ),v,六级 考研 托福 雅思 GRE,2088,0.0522030651340996,0.0531609195402298,A2,2,初级,cet4
coax,"vt. 哄, 诱骗, 耐心地摆弄\nvi. 哄骗\n[计] 同轴电缆",(kәuks),v,托福 GRE,2089,0.0713259932982288,0.0708472953566299,A2,2,初级,cet4
attest,"vi. 证明, 表明, 作证\nvt. 为...作证",(ә'test),v,GRE,2093,0.0544672718585762,0.4180602006688963,B1,3,中级,cet4
garnish,"n. 装饰, 装饰品\nvt. 装饰",('gɑ:niʃ),v,托福 GRE,2093,0.0248447204968944,0.0076445293836598,B1,3,中级,cet4
monarch,"n. 帝王, 统治者, 元首\n[医] 单原型(植)",('mɒnәk),n,六级 考研 托福 GRE,2111,0.0990052108005684,0.3027001421127427,B1,3,中级,cet4
disarm,"vt. 解除武装, 裁军, 缓和\nvi. 放下武器",(dis'ɑ:m),v,托福 GRE,2117,0.3868682097307511,0.112895606991025,B1,3,中级,cet4
introduce,"vt. 介绍, 引入, 采用, 输入\n[法] 引进, 输入, 介绍",(.intrә'dju:s),v,中考 高考 四级 六级 考研,33775,0.1466469282013323,0.3114433752775721,B2,4,中级,cet4
contribute,"vt. 有助于, 捐助, 投稿\nvi. 出力, 捐献, 投稿",(kәn'tribju:t),v,高考 四级 六级 考研 托福 雅思,32650,0.0938744257274119,0.4557120980091884,B2,4,中级,cet4
prison,"n. 监狱, 监禁, 拘留所\nvt. 监禁",('prizn),n,中考 高考 四级 六级 考研 托福,33091,0.3261611918648575,0.1119035387265419,B1,3,中级,cet4
independent,"n. 独立自主者, 无党派者\na. 独立的, 有主见的, 不须依赖的, 不受约束的",(.indi'pendәnt),j,高考 四级 六级 考研 托福,33447,0.2007653900200317,0.4038030316620324,B2,4,中级,cet4
tool,"n. 工具, 机床, 傀儡\nvt. 用工具加工\nvi. 使用工具",(tu:l),n,中考 高考 四级 六级 考研,33655,0.0873867181696627,0.372515228049324,A2,2,初级,cet4
factory,"n. 工厂, 产生地, 代理店\n[经] 工厂, 代理店, 商行在国外的代理处",('fæktәri),n,中考 高考 雅思,17303,0.1242559093798763,0.1421140842628445,A2,2,初级,cet4
dramatic,"a. 戏剧性的, 生动的",(drә'mætik),j,四级 六级 考研 托福 雅思,17408,0.1974379595588235,0.2609145220588235,B1,3,中级,cet4
technique,"n. 技巧, 技术, 方法\n[化] 工艺方法; 技巧",(tek'ni:k),n,高考 四级 六级 考研 雅思,32005,0.0767067645680362,0.4843618184658647,B2,4,中级,cet4
permit,"n. 许可证, 许可, 执照, 通行证\nvt. 允许, 容许, 可能, 使放手做\nvi. 容许, 给以机会, 提供可能",(pә'mit),v,高考 四级 六级 考研 托福 雅思,17668,0.1113312202852614,0.4024224586823636,B1,3,中级,cet4
housing,"n. 遮盖, 住房供给, 居留(处), 房屋, 装饰\n[化] 外壳",('hausiŋ),n,考研 雅思,17871,0.164288512114599,0.1828101393318784,B1,3,中级,cet4
tiny,"a. 很少的, 微小的",('taini),j,中考 高考 四级 六级 考研 托福,32118,0.0925337816800548,0.0571330717977458,A2,2,初级,cet4
willing,"a. 乐意的, 自愿的, 甘愿的",('wiliŋ),j,高考 四级 六级 考研,32164,0.2851635368735232,0.1797040169133192,B1,3,中级,cet4
review,"n. 检讨, 复习, 回顾, 检阅, 评论\nvt. 温习, 检讨, 评论, 再检察, 复审\nvi. 复习功课, 写评论",(ri'vju:),n,中考 高考 四级 六级 考研 托福 雅思,32190,0.1106865486175831,0.4761727244485865,B1,3,中级,cet4
pulp,"n. 果肉, 纸浆\nvt. 使化成纸浆, 除去...果肉\nvi. 变成纸浆",(pʌlp),n,托福 雅思 GRE,2069,0.0628322861285645,0.166747220879652,A2,2,初级,cet4
mar,"vt. 损毁, 损伤, 糟蹋\nn. 三月",(mɑ:),v,雅思 GRE,2072,0.0902509652509652,0.2166988416988417,A1,1,初级,cet4
crook,"n. 钩, 弯曲部分, 坏蛋\nvt. 使弯曲, 诈骗\nvi. 弯曲",(kruk),n,GRE,2075,0.2028915662650602,0.0746987951807229,A2,2,初级,cet4
mitigate,"vt. 温和, 缓和, 减轻\n[医] 缓和, 减轻",('mitigeit),v,托福 雅思 GRE,2077,0.0818488204140587,0.5936446798266731,B1,3,中级,cet4
veer,vi. 转向\nvt. 使转向\nn. 转向,(viә),v,托福 GRE,2079,0.0716690716690716,0.0918710918710918,A2,2,初级,cet4
eccentric,"n. 怪人, 偏心圆\na. 古怪的, 反常的, 不同圆心的",(ik'sentrik),j,六级 考研 托福 雅思 GRE,2081,0.1114848630466122,0.1590581451225372,B2,4,中级,cet4
target,"n. 目标, 靶子, 指标\nvt. 对准, 订指标",('tɑ:git),n,高考 四级 六级 考研 托福 雅思,32386,0.1956400913975174,0.2778978570987463,B1,3,中级,cet4
existing,"a. 存在的, 目前的, 现存的, 现有的\n[计] 现成的, 已有的, 现存的",(i^'zistiŋ),j,雅思,17949,0.0667446654409716,0.5078277341356064,B1,3,中级,cet4
weak,"a. 不牢固的, 弱的, 虚弱的, 软弱的, 无力的, 无权力的, (论据等)不充分的\n[经] 疲软的",(wi:k),j,中考 高考 四级 六级 考研,18014,0.1377262129454868,0.2595203730431886,A2,2,初级,cet4
regard,"n. 关心, 注意, 尊敬, 关系, 问候\nvt. 视为, 注意, 考虑, 和...有关, 看待\nvi. 注视, 注意",(ri'gɑ:d),v,中考 高考 四级 六级 考研 托福,18035,0.1211533130024951,0.3894649293041308,B1,3,中级,cet4
chairman,"n. 主席, 会长\n[经] 主席",('tʃєәmәn),n,中考 高考 四级 六级 考研,31698,0.2993564262729509,0.0775127768313458,B1,3,中级,cet4
average,"n. 平均, 平均数, 一般水平, 海损\na. 平均的, 中等的, 平常的\nvt. 算出...平均数, 平均做, 均分, 使平衡\nvi. 平均为, 呈中间色",('ævәridʒ),j,高考 四级 考研 托福 雅思,31800,0.1242767295597484,0.3015723270440251,B1,3,中级,cet4
larva,"n. 幼虫\n[医] 幼虫(昆虫), 蚴(蠕虫)",('lɑ:vә),n,托福 GRE,2038,0.0309126594700686,0.5078508341511285,A2,2,初级,cet4
shriek,"n. 尖锐的响声\nvi. 尖叫, 发尖声\nvt. 尖声发出",(ʃri:k),v,四级 六级 托福 GRE,1995,0.0195488721804511,0.0185463659147869,B1,3,中级,cet4
rhythmic,"a. 有韵律的, 有节奏的",('riðmik),j,托福 GRE,2042,0.0401567091087169,0.4343780607247796,B1,3,中级,cet4
facet,"n. (多面体的)面, 方面, 琢面\n[医] 小平面, 小面",('fæsit),n,六级 托福 雅思 GRE,2042,0.0798237022526934,0.5014691478942214,A2,2,初级,cet4
purity,"n. 纯净, 纯正, 纯粹\n[化] 纯度",('pjuәrәti),n,四级 六级 雅思 GRE,2046,0.0918866080156402,0.3435972629521016,B1,3,中级,cet4
beckon,"v. 招手示意, 召唤, 吸引\nn. 表召唤的点头(或手势)",('bekәn),v,GRE,2047,0.0288226673180263,0.0727894479726428,B1,3,中级,cet4
paranoid,"a. (似)患妄想狂的, (似)患偏执狂的\nn. 患妄想狂的人",('pærәnɔid),j,GRE,2048,0.18896484375,0.12841796875,B1,3,中级,cet4
inscription,"n. 题字, 碑铭\n[医] 划, 药量记载",(in'skripʃәn),n,GRE,2053,0.034096444227959,0.535801266439357,B2,4,中级,cet4
faith,"n. 信心, 信任, 忠实, 保证\n[法] 信任, 信仰, 信念",(feiθ),n,高考 四级 六级 考研 托福 雅思,31840,0.1751884422110552,0.239824120603015,A2,2,初级,cet4
dozen,"n. 打, 十二个\na. 一打的",('dʌzn),m,中考 高考 四级 考研,31197,0.0910985030611917,0.0751033753245504,A2,2,初级,cet4
limit,"n. 界限, 边界, 限度, 极限, 限制\nvt. 限制, 限定",('limit),v,高考 四级 六级 考研,31286,0.0990538899188135,0.4355941954867992,A2,2,初级,cet4
personality,"n. 个性, 人格, (团体、地方、国家)特有特性, 名人\n[医] 人格; 个性",(.pә:sә'næliti),n,四级 六级 考研 托福 雅思,18354,0.1559333115397188,0.3152991173586139,B2,4,中级,cet4
corporation,"n. 公司, 合作, 法人团体\n[法] 法人团体, 社团, 法人",(.kɒ:pә'reiʃәn),n,高考 四级 六级 考研 雅思,18390,0.1327351821642196,0.2396954866775421,B2,4,中级,cet4
forever,adv. 永远,(fә'revә),r,高考 四级 六级 考研,18401,0.1937394706809412,0.0746698548991902,B1,3,中级,cet4
living,"n. 生活, 生计, 生存\na. 活的, 逼真的, 现存的",('liviŋ),n,高考 四级 六级 考研,30918,0.1215473187140177,0.1280483860534316,B1,3,中级,cet4
shop,"n. 商店, 工厂, 车间\nvi. 购物, 到处寻找\nvt. 选购",(ʃɒp),n,中考 高考 雅思,31052,0.0945188715702692,0.0703980419940744,A2,2,初级,cet4
finding,"n. 发现, 发现物, 决定, 裁决\n[法] 调查结果, 对事实的认定, 判定的要素",('faindiŋ),n,四级 六级 考研 雅思,31073,0.0535513146461558,0.7444726933350497,B1,3,中级,cet4
sophistication,"n. 诡辩, 老于世故, 复杂(性)\n[医] 掺假",(sә.fisti'keiʃәn),n,托福 GRE,1963,0.0962812022414671,0.3138053998981151,C1,5,高级,cet4
swarm,"n. 群, 大群, 蜂群, 分蜂群\nvi. 分群, 群集, 聚集一块, 云集, 攀\nvt. 挤满, 爬, 攀",(swɒ:m),v,四级 六级 考研 托福 雅思 GRE,1965,0.0798982188295165,0.0519083969465648,A2,2,初级,cet4
commemorate,vt. 纪念,(kә'memәreit),v,考研 托福 雅思 GRE,2018,0.1233894945490584,0.2809712586719524,B2,4,中级,cet4
abrupt,"a. 突然的, 唐突的, 陡峭的, 不连贯的",(ә'brʌpt),j,高考 六级 考研 托福 雅思 GRE,2021,0.0613557644730331,0.2444334487877288,B1,3,中级,cet4
puddle,"n. 小池, 水坑, 胶土\nvt. 搅浊, 搅炼\nvi. 在泥污中打滚, (把黏土等)捣制成胶土",('pʌdl),n,托福 GRE,2022,0.0519287833827893,0.0410484668644906,B1,3,中级,cet4
improvise,"vt. 即席创作, 临时做",('imprәvaiz),v,托福 雅思 GRE,2022,0.1320474777448071,0.4015825914935707,B2,4,中级,cet4
defer,"vi. 推迟, 延期, 听从\nvt. 使推迟, 使延期",(di'fә:),v,托福 雅思 GRE,2026,0.1628825271470878,0.2818361303060217,A2,2,初级,cet4
lurch,"n. 惨败, 倾斜, 挫折, 举步蹒跚, 徘徊\nvi. 惨败, 倾斜, 徘徊\nvt. 击败",(lә:tʃ),v,托福 GRE,2033,0.042793900639449,0.0255779636005902,A2,2,初级,cet4
folk,"n. 人们, 家人, 亲属, 民族\na. 民间的",(fәuk),n,高考 四级 六级 考研 托福,31177,0.3701125829938737,0.077845847900696,A2,2,初级,cet4
murder,"n. 谋杀\nvt. 谋杀, 损毁, 破坏\nvi. 犯杀人罪",('mә:dә),n,中考 高考 四级 六级 考研,30822,0.4487703588345986,0.0750762442411264,B1,3,中级,cet4
technical,"a. 技术上的, 专门的, 工业的, 严格根据法律的\n[化] 技巧",('teknikl),j,高考 四级 六级 考研 托福 雅思,18829,0.1136544691698974,0.4624249827393913,B2,4,中级,cet4
plenty,"n. 充分, 很多, 丰富\na. 很多的, 足够的, 丰富的",('plenti),p,中考 高考 四级 六级 考研,19129,0.1629463118824821,0.0463693867949187,B1,3,中级,cet4
steel,"n. 钢, 钢制品, 钢铁, 坚硬, 坚固\na. 钢的, 钢制的, 钢铁业的, 坚强的\nvt. 使坚强, 钢化, 使冷酷",(sti:l),n,中考 高考 四级 六级 考研 雅思,18511,0.0793582194370914,0.1608232942574685,A2,2,初级,cet4
deterioration,"n. 恶化, 衰退, 退化\n[医] 变坏, 变质, 颓废, 衰退",(di.tiәriә'reiʃәn),n,GRE,1940,0.0989690721649484,0.4644329896907216,C1,5,高级,cet4
warden,"n. 典狱官, 渔猎法监督官, 看守人\n[法] 看守人, 监护人, 管理员",('wɒ:dn),n,雅思 GRE,1940,0.1427835051546391,0.0768041237113402,B1,3,中级,cet4
hinge,"n. 铰链, 关键, 枢纽\nvt. 装铰链\nvi. 靠铰链移动, 依...而转移",(hindʒ),n,六级 考研 托福 雅思 GRE,1999,0.0580290145072536,0.128064032016008,A2,2,初级,cet4
unravel,"vt. 阐明, 解决, 解开\nvi. 散开",(.ʌn'rævl),v,托福 雅思 GRE,2000,0.2095,0.172,B1,3,中级,cet4
outspoken,"a. 直言无讳的, 坦率的, 坦白无隐的",(.aut'spәukәn),j,高考 托福 雅思 GRE,2001,0.24087956021989,0.15992003998001,B2,4,中级,cet4
perpetual,"a. 永久的, 不断的, 无期限的, 没完没了的, 四季开花的\n[经] 永远的, 终身的, 持续的",(pә'petʃuәl),j,六级 考研 雅思 GRE,2003,0.0599101347978032,0.2775836245631553,B2,4,中级,cet4
horrific,"a. 令人毛骨悚然的, 感到恐惧的",(hɒ'rifik),j,GRE,2004,0.3647704590818363,0.1152694610778443,B1,3,中级,cet4
affected,"a. 假装的, 做作的, 受影响的",(ә'fektid),j,托福 GRE,2004,0.0953093812375249,0.4945109780439122,B1,3,中级,cet4
smear,"vt. 涂, 擦上, 玷污, 把...擦模糊\nvi. 被弄脏\nn. 污点, 污迹, 污蔑",(smiә),v,托福 GRE,2010,0.1343283582089552,0.0552238805970149,A2,2,初级,cet4
appetizer,"n. 开胃食品, 吊胃口的东西\n[医] 开胃剂",('æpitaizә),n,GRE,2011,0.0522128294380905,0.0059671805072103,B2,4,中级,cet4
preoccupation,"n. 抢先占据, 先人之见, 入神\n[医] 成见, 注意散漫, 心不在焉",(pri:.ɒkju'peiʃәn),n,考研 托福 GRE,2012,0.0581510934393638,0.5333001988071571,C1,5,高级,cet4
sentence,"n. 句子, 命题, 宣判\nvt. 宣判, 判决\n[计] 句子",('sentәns),n,中考 高考 四级 六级 考研 托福,18585,0.2340597255851493,0.2471347861178369,B1,3,中级,cet4
immigrant,"n. 移民\na. 移入的, 移民的",('imigrәnt),n,四级 六级 考研 托福 雅思,19137,0.1516434132831687,0.3846475414119245,B2,4,中级,cet4
narrow,"n. 狭窄部分, 隘路\na. 狭窄的, 仔细的, 有限的, 勉强的, 狭隘的, 手紧的\nvi. 变窄\nvt. 使变狭窄",('nærәu),j,高考 四级 六级 考研 托福,19160,0.0719206680584551,0.189509394572025,B1,3,中级,cet4
comment,"n. 注解, 批评, 评论, 备注\nvi. 评论, 注解\n[计] 备注",('kɒment),n,高考 四级 六级 考研 托福 雅思,30339,0.2855071030686575,0.2761132535680147,B1,3,中级,cet4
wheel,"n. 轮子, 车轮, 轮, 方向盘, 旋转, 机构, 重要人物\nvt. 使旋转, 转动, 使转向\nvi. 旋转, 转弯, 盘旋",(hwi:l),n,中考 高考 四级 六级 考研 雅思,19559,0.0763842732246024,0.0705557543841709,A2,2,初级,cet4
experiment,"n. 实验, 试验, 实验仪器\nvi. 实验, 尝试",(ik'sperimәnt),n,中考 高考 四级 六级 考研 雅思,19690,0.1214829862874555,0.4436769933976638,B2,4,中级,cet4
responsible,"a. 有责任的, 负责的, 责任重大的\n[法] 应负责任的, 有责任的, 能履行责任的",(ri'spɒnsәbl),j,四级 六级 考研 托福,29575,0.2340152155536771,0.3007269653423499,B1,3,中级,cet4
terrible,"a. 可怕的, 令人恐惧的, 极坏的",('terәbl),j,中考 高考 四级 六级 考研 托福,20213,0.3491812200069262,0.0526393904912679,B1,3,中级,cet4
caption,"n. 说明, 字幕, 标题\nvt. 加上标题, 加上说明\n[计] 标题",('kæpʃәn),n,高考 雅思 GRE,1967,0.0716827656329435,0.2308083375699034,B1,3,中级,cet4
soothe,"vt. 缓和, 使安静, 安慰, 奉承\nvi. 起安慰作用",(su:ð),v,托福 GRE,1974,0.0542046605876393,0.0466058763931104,B1,3,中级,cet4
intuitive,a. 直觉的,(in'tju:itiv),j,GRE,1977,0.0591805766312594,0.4097116843702579,B2,4,中级,cet4
hunch,"n. 肉峰, 预感, 大块\nvt. 弯腰驼背, 预感到, 耸肩\nvi. 向前移动, 隆起",(hʌntʃ),v,GRE,1984,0.0272177419354838,0.016633064516129,A2,2,初级,cet4
perennial,"a. 常年的, 长期的, 反复的\n[医] 多年生的",(pә'reniәl),j,托福 雅思 GRE,1990,0.0472361809045226,0.2402010050251256,B2,4,中级,cet4
intellect,"n. 智力, 出众的才华, 知识分子\n[医] 智力, 才智",('intәlekt),n,六级 托福 雅思 GRE,1991,0.0969362129583124,0.4093420391762933,B2,4,中级,cet4
inspired,"a. 得到灵感的, 有灵感的, 官方授意的",(in'spaiәd),j,GRE,1995,0.0997493734335839,0.1989974937343358,B1,3,中级,cet4
suit,"n. 套装, 诉讼, 请求, 起诉, 套, 组\nvt. 适合, 使适应\nvi. 合适, 相称",(sju:t. su:t),n,高考 四级 六级 考研 托福 雅思,29000,0.1319310344827586,0.0768275862068965,A2,2,初级,cet4
emphasize,"vt. 强调, 加强语气, 着重",('emfәsaiz),v,四级 六级 考研 托福 雅思,20359,0.0852694140183702,0.5775332776658971,B2,4,中级,cet4
anywhere,adv. 无论何处,('enihwєә),r,中考 高考 四级 考研,20567,0.2613896047065688,0.0844070598531628,B1,3,中级,cet4
attract,"vt. 吸引, 诱惑\nvi. 有吸引力",(ә'trækt),v,高考 四级 考研 托福,20594,0.1190152471593668,0.2180246673788482,B1,3,中级,cet4
industrial,"a. 工业的, 供工业用的, 工业高度发展的, 产业的\nn. 工业工人, 工业股票",(in'dʌstriәl),j,四级 六级 考研 托福 雅思,20755,0.0884606119007468,0.418164297759576,B2,4,中级,cet4
cream,"n. 乳酪, 奶油, 面霜\n[医] 乳油, 乳皮; 乳膏, 霜",(kri:m),n,高考 四级 六级 考研 雅思,20806,0.088243775833894,0.0201384216091512,A2,2,初级,cet4
fashion,"n. 流行, 风尚, 时样\nvt. 形成, 造, 作",('fæʃәn),n,四级 六级 考研 托福 雅思,20957,0.159183089182612,0.1792718423438469,B1,3,中级,cet4
salvage,"n. 海上救助, 抢救, 打捞, 抢救出来的财物\nvt. 海上救助, 抢救, 打捞, 营救\n[计] 文件恢复程序",('sælvidʒ),v,托福 雅思 GRE,1944,0.1419753086419753,0.1311728395061728,B1,3,中级,cet4
prudent,"a. 审慎的, 三思而后行的, 精明的, 节俭的",('pru:dnt),j,六级 考研 托福 GRE,1948,0.1858316221765913,0.2736139630390143,B1,3,中级,cet4
germ,"n. 细菌, 种子, 生殖细胞, 根源\n[医] 芽胞, 胚, 胚芽, 病菌",(dʒә:m),n,四级 六级 考研 托福 雅思 GRE,1949,0.1698306824012314,0.1246793227296049,A2,2,初级,cet4
hone,"n. 磨刀石, 抱怨, 想念\nvt. 用磨刀石磨, 磨练",(hәun),v,GRE,1950,0.0994871794871794,0.1266666666666666,A2,2,初级,cet4
inflate,"vt. 使膨胀, 使得意, 使通货膨胀, 使充气\nvi. 充气, 膨胀",(in'fleit),v,六级 托福 GRE,1952,0.1152663934426229,0.2054303278688524,B1,3,中级,cet4
obsolete,"a. 荒废的, 成废物的, 陈旧的, 老式的\nn. 废词, 废物",('ɒbsәli:t),j,考研 托福 雅思 GRE,1953,0.086021505376344,0.2606246799795187,B1,3,中级,cet4
anecdote,"n. 轶事, 奇闻",('ænikdәut),n,高考 考研 托福 雅思 GRE,1953,0.1059907834101382,0.3179723502304147,B1,3,中级,cet4
etch,"vt. 蚀刻, 蚀镂\nvi. 施行蚀刻法\nn. 腐蚀剂\n[计] 刻蚀; 侵蚀",(etʃ),v,托福 GRE,1957,0.0648952478283086,0.1384772611139499,A2,2,初级,cet4
ecstasy,"n. 狂喜, 心醉神迷, 忘形\n[医] 入迷",('ekstәsi),n,托福 GRE,1959,0.0658499234303215,0.3859111791730474,B1,3,中级,cet4
actor,"n. 男演员, 行动者\n[医] 作用物, 反应物",('æktә),n,高考 四级 考研 雅思,28686,0.2905947151920797,0.1693509028794534,A2,2,初级,cet4
solve,"vt. 解决, 付给, 溶解\nvt. 求解\nvi. 求解\n[计] 求解",(sɒlv),v,四级 六级 考研 托福 雅思,21131,0.2568737873266764,0.2683734797217358,A2,2,初级,cet4
chain,"n. 链, 枷锁, 束缚\nvt. 用铁练锁住, 束缚, 囚禁",(tʃein),n,高考 四级 六级 考研,21219,0.1055186389556529,0.1518450445355577,A2,2,初级,cet4
equal,"n. 对手, 匹敌, 同辈\na. 相等的, 平等的, 胜任的, 合适的, 平静的, 不相上下的\nvt. 等于, 比得上\n[计] 等长度编码",('i:kwәl),j,高考 四级 六级 考研 托福 雅思,21226,0.1349288608310562,0.3912183171582022,A2,2,初级,cet4
relief,"n. 减轻, 解除, 救济, 安慰, 调剂, 浮雕, 换班, (地势的)起伏\n[医] 缓减, 减轻, 浮雕(绘画中)",(ri'li:f),n,高考 四级 六级 考研 托福 雅思,21287,0.2022361065439,0.1693991638088974,B1,3,中级,cet4
ocean,"n. 海洋, 广阔, 许多, 一大片\n[法] 海洋, 海",('әuʃәn),n,中考 高考 四级 考研 雅思,21375,0.1204210526315789,0.167766081871345,A2,2,初级,cet4
rely,"vi. 信赖, 依赖, 信任",(ri'lai),v,高考 四级 六级 考研 托福 雅思,21401,0.1148544460539227,0.3632540535488995,A2,2,初级,cet4
blame,"n. 过失, 责备\nvt. 责备, 归咎于",(bleim),v,高考 四级 六级 考研 托福 雅思,21413,0.2778218839023023,0.1047961518703591,A2,2,初级,cet4
bus,n. 公共汽车\n[计] 总线; 汇流条; 母线,(bʌs),n,中考 高考 雅思,27677,0.1526176970047331,0.095169274126531,A1,1,初级,cet4
exercise,"n. 行使, 执行, 运动, 练习, 作业\nvt. 运用, 练习, 运动\nvi. 练习, 锻炼",('eksәsaiz),n,中考 高考 雅思,27725,0.0890532010820559,0.3373850315599639,B1,3,中级,cet4
medicine,"n. 药, 医学, 内科\nvt. 给...用药",('medisin),n,中考 高考 托福 雅思,27859,0.1689220718618758,0.2159804730966653,B1,3,中级,cet4
surrogate,"n. 替代者, 代用品\nvt. 代理, 替代",('sʌrәgit),n,GRE,1919,0.2209484106305367,0.3241271495570609,B2,4,中级,cet4
hamper,"n. 食篮, 阻碍物, 食盒\nvt. 阻碍, 使困累, 妨碍, 牵制",('hæpә),v,六级 考研 托福 雅思 GRE,1921,0.1056741280583029,0.3472149921915669,B1,3,中级,cet4
